,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,9.159347553324968,1.0185266122245402,community,649,72,723,2,797,9.159347553324968,15.131012431217972
