,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,11.223203026481714,1.1216195093843073,community,1548,89,704,0,793,11.223203026481714,12.548974960943413
