,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,29.312762973352037,1.7059208789475941,community,2612,209,504,0,713,29.312762973352037,28.855800941979627
