,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,9.277708592777085,1.0187488093114956,community,623,73,727,3,803,9.277708592777085,16.936098690973143
