,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,8.808290155440414,1.0206957267681778,community,3411,68,704,0,772,8.808290155440414,6.5643602516104
