,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,8.753315649867375,1.029905441913754,community,6246,66,688,0,754,8.753315649867375,5.063480956256361
