,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,17.871222076215506,1.3896902481091444,community,2612,136,625,0,761,17.871222076215506,17.187050814534146
