,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,10.85858585858586,1.1062114587258236,community,1517,86,706,0,792,10.85858585858586,12.405915312306304
