,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,13.735558408215661,1.2340969222123364,community,2612,107,672,0,779,13.735558408215661,12.739756233723663
