,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,11.424731182795698,1.1670375441470406,community,5554,85,659,0,744,11.424731182795698,6.932044298909925
