,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,16.988416988416986,1.3480777585623998,community,4353,132,645,0,777,16.988416988416986,13.360307732363394
