,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,9.090909090909092,1.0676731263903698,community,4844,66,660,0,726,9.090909090909092,6.707613222926777
