,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,4.601990049751244,0.7394089832625841,community,473,37,767,0,804,4.601990049751244,10.009816266840938
